Posicao;TIPO;Estado;VrCausa;Procedencia;tempo;VrPago
Réu;Cível Seguros;SP;11085.15;IMPROCEDENTE;;
Réu;Cível Seguros;SP;222470.64;IMPROCEDENTE;18;
Réu;Cível Seguros;SP;1077168.81;IMPROCEDENTE;9;
Réu;Trabalhista;BA;162044.95;IMPROCEDENTE;9;
Réu;Trabalhista;DF;35730866.39;IMPROCEDENTE;82;
Réu;Trabalhista;MG;5309.09;IMPROCEDENTE;8;
Réu;Trabalhista;MG;3300.94;IMPROCEDENTE;;
Réu;Trabalhista;MG;3300.94;IMPROCEDENTE;;
Réu;Trabalhista;MG;3300.94;IMPROCEDENTE;;
Réu;Trabalhista;MG;3300.94;IMPROCEDENTE;;
Réu;Trabalhista;MG;3300.94;IMPROCEDENTE;2;
Réu;Trabalhista;MG;2527.55;IMPROCEDENTE;5;
Réu;Trabalhista;MG;6884.72;IMPROCEDENTE;;
Réu;Trabalhista;MG;68847.21;IMPROCEDENTE;14;
Réu;Trabalhista;MG;27538.89;IMPROCEDENTE;9;
Réu;Trabalhista;MG;2509.93;IMPROCEDENTE;1;
Réu;Trabalhista;MG;39923.09;IMPROCEDENTE;6;
Réu;Trabalhista;MG;4929.67;IMPROCEDENTE;4;
Réu;Trabalhista;MG;49296.66;IMPROCEDENTE;19;
Réu;Trabalhista;MG;4929.67;IMPROCEDENTE;18;
Réu;Trabalhista;PE;79102.8;IMPROCEDENTE;;
Réu;Trabalhista;RJ;1069.74;IMPROCEDENTE;98;
Réu;Trabalhista;RJ;5396.42;IMPROCEDENTE;;
Réu;Trabalhista;RJ;22950;IMPROCEDENTE;39;
Réu;Trabalhista;RJ;114105.42;IMPROCEDENTE;82;
Réu;Trabalhista;RJ;1115.18;IMPROCEDENTE;1;
Réu;Trabalhista;RJ;104724;IMPROCEDENTE;;
Réu;Trabalhista;RJ;892.21;IMPROCEDENTE;50;
Réu;Trabalhista;RJ;1487.02;IMPROCEDENTE;124;
Réu;Trabalhista;RJ;210198.72;IMPROCEDENTE;86;
Réu;Trabalhista;RJ;184771.8;IMPROCEDENTE;54;
Réu;Trabalhista;RJ;104724;IMPROCEDENTE;6;
Réu;Trabalhista;RJ;4401.45;IMPROCEDENTE;36;
Réu;Trabalhista;RJ;642264.72;IMPROCEDENTE;106;
Réu;Trabalhista;RJ;5251.24;IMPROCEDENTE;12;
Réu;Trabalhista;RJ;958.73;IMPROCEDENTE;50;
Réu;Trabalhista;RJ;25715.14;IMPROCEDENTE;;
Réu;Trabalhista;RJ;60675.17;IMPROCEDENTE;;
Réu;Trabalhista;RJ;30858.17;IMPROCEDENTE;;
Réu;Trabalhista;RJ;12480;IMPROCEDENTE;;
Réu;Trabalhista;RJ;82723.68;IMPROCEDENTE;9;
Réu;Trabalhista;RJ;22928.18;IMPROCEDENTE;65;
Réu;Trabalhista;RJ;1309.05;IMPROCEDENTE;47;
Réu;Trabalhista;RJ;61716.34;IMPROCEDENTE;;
Réu;Trabalhista;RJ;8417.27;IMPROCEDENTE;77;
Réu;Trabalhista;RJ;5090.63;IMPROCEDENTE;;
Réu;Trabalhista;RJ;844.79;IMPROCEDENTE;;
Réu;Trabalhista;RJ;21466.5;IMPROCEDENTE;;
Réu;Trabalhista;RJ;869.31;IMPROCEDENTE;4;
Réu;Trabalhista;RJ;85866;IMPROCEDENTE;39;
Réu;Trabalhista;RJ;6477.14;IMPROCEDENTE;;
Réu;Trabalhista;RJ;759.83;IMPROCEDENTE;4;
Réu;Trabalhista;RJ;91645.4;IMPROCEDENTE;40;
Réu;Trabalhista;RJ;2146.65;IMPROCEDENTE;;
Réu;Trabalhista;RJ;240457.16;IMPROCEDENTE;;
Réu;Trabalhista;RJ;12596.1;IMPROCEDENTE;;
Réu;Trabalhista;RJ;21466.5;IMPROCEDENTE;10;
Réu;Trabalhista;RJ;943.25;IMPROCEDENTE;;
Réu;Trabalhista;RJ;9618.29;IMPROCEDENTE;;
Réu;Trabalhista;RJ;12596.1;IMPROCEDENTE;6;
Réu;Trabalhista;RJ;1266.38;IMPROCEDENTE;1;
Réu;Trabalhista;RJ;85866;IMPROCEDENTE;6;
Réu;Trabalhista;RJ;124917.75;IMPROCEDENTE;3;
Réu;Trabalhista;RJ;84820.8;IMPROCEDENTE;23;
Réu;Trabalhista;RJ;99934.2;IMPROCEDENTE;37;
Réu;Trabalhista;RJ;68711.5;IMPROCEDENTE;1;
Réu;Trabalhista;RJ;892.24;IMPROCEDENTE;23;
Réu;Trabalhista;RJ;44612;IMPROCEDENTE;36;
Réu;Trabalhista;RJ;12596.1;IMPROCEDENTE;8;
Réu;Trabalhista;RJ;83775.48;IMPROCEDENTE;37;
Réu;Trabalhista;RJ;1801.26;IMPROCEDENTE;21;
Réu;Trabalhista;RJ;1801.26;IMPROCEDENTE;123;
Réu;Trabalhista;RJ;643.66;IMPROCEDENTE;55;
Réu;Trabalhista;RJ;723.68;IMPROCEDENTE;71;
Réu;Trabalhista;RJ;84820.8;IMPROCEDENTE;37;
Réu;Trabalhista;RJ;6436.58;IMPROCEDENTE;83;
Réu;Trabalhista;RJ;162201.94;IMPROCEDENTE;0;
Réu;Trabalhista;RJ;20680.92;IMPROCEDENTE;44;
Réu;Trabalhista;RJ;1034.05;IMPROCEDENTE;30;
Réu;Trabalhista;RJ;10298.54;IMPROCEDENTE;27;
Réu;Trabalhista;RJ;79633.56;IMPROCEDENTE;45;
Réu;Trabalhista;RJ;1470472.5;IMPROCEDENTE;1;
Réu;Trabalhista;RJ;1191.62;IMPROCEDENTE;3;
Réu;Trabalhista;RJ;628.32;IMPROCEDENTE;6;
Réu;Trabalhista;RJ;1844.27;IMPROCEDENTE;81;
Réu;Trabalhista;RJ;21701.74;IMPROCEDENTE;7;
Réu;Trabalhista;RJ;2.57;IMPROCEDENTE;115;
Réu;Trabalhista;RJ;184426.71;IMPROCEDENTE;118;
Réu;Trabalhista;RJ;20418.02;IMPROCEDENTE;5;
Réu;Trabalhista;RJ;30627.03;IMPROCEDENTE;42;
Réu;Trabalhista;RJ;612.54;IMPROCEDENTE;50;
Réu;Trabalhista;RJ;1.84;IMPROCEDENTE;88;
Réu;Trabalhista;RJ;1844.27;IMPROCEDENTE;94;
Réu;Trabalhista;RJ;1020.9;IMPROCEDENTE;49;
Réu;Trabalhista;RJ;20164.8;IMPROCEDENTE;3;
Réu;Trabalhista;RJ;22950;IMPROCEDENTE;5;
Réu;Trabalhista;RJ;72923.2;IMPROCEDENTE;0;
Réu;Trabalhista;RJ;57375;IMPROCEDENTE;57;
Réu;Trabalhista;RJ;17828.97;IMPROCEDENTE;94;
Réu;Trabalhista;RJ;10082.4;IMPROCEDENTE;5;
Réu;Trabalhista;RJ;99541.95;IMPROCEDENTE;12;
Réu;Trabalhista;RJ;60494.4;IMPROCEDENTE;12;
Réu;Trabalhista;RJ;11315.4;IMPROCEDENTE;3;
Réu;Trabalhista;RJ;19908.39;IMPROCEDENTE;11;
Réu;Trabalhista;RJ;43116.88;IMPROCEDENTE;20;
Réu;Trabalhista;RJ;14887.44;IMPROCEDENTE;14;
Réu;Trabalhista;RJ;14887.44;IMPROCEDENTE;14;
Réu;Trabalhista;RJ;14887.44;IMPROCEDENTE;14;
Réu;Trabalhista;RJ;9827.6;IMPROCEDENTE;7;
Réu;Trabalhista;RJ;15041.19;IMPROCEDENTE;10;
Réu;Trabalhista;RJ;85336.8;IMPROCEDENTE;5;
Réu;Trabalhista;RJ;853.37;IMPROCEDENTE;5;
Réu;Trabalhista;RJ;17226.72;IMPROCEDENTE;1;
Réu;Trabalhista;RJ;52345;IMPROCEDENTE;15;
Réu;Trabalhista;RJ;11484.48;IMPROCEDENTE;6;
Réu;Trabalhista;RS;4478.4;IMPROCEDENTE;8;
Réu;Trabalhista;SP;213649.21;IMPROCEDENTE;74;
Réu;Cível Outros;RJ;8890693.99;OUTRAS HIPÓTESES;73;
Réu;Cível Outros;RJ;7757.96;OUTRAS HIPÓTESES;13;
Réu;Cível Outros;RJ;482.26;OUTRAS HIPÓTESES;69;
Réu;Cível Outros;RJ;583.79;OUTRAS HIPÓTESES;6;
Réu;Cível Outros;RJ;3223.37;OUTRAS HIPÓTESES;108;
Réu;Cível Outros;RJ;4701.83;OUTRAS HIPÓTESES;10;
Réu;Cível Seguros;AM;999472.48;OUTRAS HIPÓTESES;72;320471.09
Réu;Cível Seguros;AM;2899728.82;OUTRAS HIPÓTESES;140;
Réu;Cível Seguros;AM;19027375.96;OUTRAS HIPÓTESES;133;
Réu;Cível Seguros;BA;19528.89;OUTRAS HIPÓTESES;183;
Réu;Cível Seguros;BA;1179099.32;OUTRAS HIPÓTESES;151;946484.38
Réu;Cível Seguros;BA;2663482.95;OUTRAS HIPÓTESES;48;
Réu;Cível Seguros;BA;8398.04;OUTRAS HIPÓTESES;9;
Réu;Cível Seguros;CE;313.54;OUTRAS HIPÓTESES;15;
Réu;Cível Seguros;CE;98728.65;OUTRAS HIPÓTESES;107;
Réu;Cível Seguros;CE;58754.61;OUTRAS HIPÓTESES;24;
Réu;Cível Seguros;CE;812816.41;OUTRAS HIPÓTESES;155;
Réu;Cível Seguros;CE;243651.12;OUTRAS HIPÓTESES;20;
Réu;Cível Seguros;CE;713648.83;OUTRAS HIPÓTESES;30;
Réu;Cível Seguros;CE;84532.54;OUTRAS HIPÓTESES;33;
Réu;Cível Seguros;CE;730584.97;OUTRAS HIPÓTESES;25;
Réu;Cível Seguros;DF;70386.76;OUTRAS HIPÓTESES;16;
Réu;Cível Seguros;ES;106070.99;OUTRAS HIPÓTESES;50;
Réu;Cível Seguros;ES;829007.03;OUTRAS HIPÓTESES;40;
Réu;Cível Seguros;ES;97724.36;OUTRAS HIPÓTESES;61;10568.46
Réu;Cível Seguros;ES;4471066.12;OUTRAS HIPÓTESES;119;2628.38
Réu;Cível Seguros;ES;214941.04;OUTRAS HIPÓTESES;4;83308.88
Réu;Cível Seguros;ES;179992.75;OUTRAS HIPÓTESES;118;
Réu;Cível Seguros;GO;395412.24;OUTRAS HIPÓTESES;3;
Réu;Cível Seguros;GO;132781.43;OUTRAS HIPÓTESES;83;
Réu;Cível Seguros;GO;137303.44;OUTRAS HIPÓTESES;2;
Réu;Cível Seguros;MG;319338.67;OUTRAS HIPÓTESES;150;
Réu;Cível Seguros;MG;141511.15;OUTRAS HIPÓTESES;9;
Réu;Cível Seguros;MG;1.05;OUTRAS HIPÓTESES;15;
Réu;Cível Seguros;MG;183631.08;OUTRAS HIPÓTESES;19;
Réu;Cível Seguros;MG;1558588.12;OUTRAS HIPÓTESES;0;
Réu;Cível Seguros;MG;8259.82;OUTRAS HIPÓTESES;20;
Réu;Cível Seguros;MG;4072.64;OUTRAS HIPÓTESES;36;
Réu;Cível Seguros;MG;196185.94;OUTRAS HIPÓTESES;30;
Réu;Cível Seguros;MG;7290.24;OUTRAS HIPÓTESES;32;
Réu;Cível Seguros;MG;47812.05;OUTRAS HIPÓTESES;8;456572.45
Réu;Cível Seguros;MS;79315.73;OUTRAS HIPÓTESES;40;
Réu;Cível Seguros;MS;1638616.94;OUTRAS HIPÓTESES;116;
Réu;Cível Seguros;MS;1119260.1;OUTRAS HIPÓTESES;121;
Réu;Cível Seguros;MS;364581.83;OUTRAS HIPÓTESES;61;
Réu;Cível Seguros;MS;14556.18;OUTRAS HIPÓTESES;38;
Réu;Cível Seguros;MS;1857.9;OUTRAS HIPÓTESES;;
Réu;Cível Seguros;MS;23134.08;OUTRAS HIPÓTESES;;
Réu;Cível Seguros;MT;2307.31;OUTRAS HIPÓTESES;57;
Réu;Cível Seguros;MT;449463.39;OUTRAS HIPÓTESES;;
Réu;Cível Seguros;MT;0.05;OUTRAS HIPÓTESES;;
Réu;Cível Seguros;MT;177031.58;OUTRAS HIPÓTESES;21;
Réu;Cível Seguros;MT;1131473.35;OUTRAS HIPÓTESES;43;
Réu;Cível Seguros;MT;6309076.76;OUTRAS HIPÓTESES;174;
Réu;Cível Seguros;PA;295601.44;OUTRAS HIPÓTESES;;
Réu;Cível Seguros;PA;1221.3;OUTRAS HIPÓTESES;;
Réu;Cível Seguros;PA;102425.67;OUTRAS HIPÓTESES;;
Réu;Cível Seguros;PA;12803.35;OUTRAS HIPÓTESES;;
Réu;Cível Seguros;PA;26720.03;OUTRAS HIPÓTESES;;
Réu;Cível Seguros;PA;56099.09;OUTRAS HIPÓTESES;;
Réu;Cível Seguros;PA;413497.73;OUTRAS HIPÓTESES;;
Réu;Cível Seguros;PA;53.77;OUTRAS HIPÓTESES;;
Réu;Cível Seguros;PA;0.04;OUTRAS HIPÓTESES;;
Réu;Cível Seguros;PA;2.97;OUTRAS HIPÓTESES;;
Réu;Cível Seguros;PA;8740.13;OUTRAS HIPÓTESES;12;
Réu;Cível Seguros;PA;137573.76;OUTRAS HIPÓTESES;;
Réu;Cível Seguros;PA;2868435.86;OUTRAS HIPÓTESES;41;
Réu;Cível Seguros;PA;16494.16;OUTRAS HIPÓTESES;15;
Réu;Cível Seguros;PB;93.96;OUTRAS HIPÓTESES;;
Réu;Cível Seguros;PB;8703.8;OUTRAS HIPÓTESES;142;
Réu;Cível Seguros;PB;142519.97;OUTRAS HIPÓTESES;;
Réu;Cível Seguros;PB;10.64;OUTRAS HIPÓTESES;;
Réu;Cível Seguros;PB;291897.8;OUTRAS HIPÓTESES;;
Réu;Cível Seguros;PB;403752.5;OUTRAS HIPÓTESES;;
Réu;Cível Seguros;PE;45241.79;OUTRAS HIPÓTESES;;
Réu;Cível Seguros;PE;20889.74;OUTRAS HIPÓTESES;;
Réu;Cível Seguros;PE;59390.56;OUTRAS HIPÓTESES;;
Réu;Cível Seguros;PE;1.9;OUTRAS HIPÓTESES;;
Réu;Cível Seguros;PE;8065.66;OUTRAS HIPÓTESES;;
Réu;Cível Seguros;PE;693353.41;OUTRAS HIPÓTESES;66;
Réu;Cível Seguros;PE;4529.09;OUTRAS HIPÓTESES;223;
Réu;Cível Seguros;PE;2599.34;OUTRAS HIPÓTESES;;
Réu;Cível Seguros;PE;4085.08;OUTRAS HIPÓTESES;;
Réu;Cível Seguros;PE;37681.21;OUTRAS HIPÓTESES;;
Réu;Cível Seguros;PE;1.86;OUTRAS HIPÓTESES;;
Réu;Cível Seguros;PE;1687.73;OUTRAS HIPÓTESES;;
Réu;Cível Seguros;PE;26193.78;OUTRAS HIPÓTESES;;
Réu;Cível Seguros;PE;22219.84;OUTRAS HIPÓTESES;32;
Réu;Cível Seguros;PE;1.85;OUTRAS HIPÓTESES;;
Réu;Cível Seguros;PE;3499.18;OUTRAS HIPÓTESES;;
Réu;Cível Seguros;PI;37862.4;OUTRAS HIPÓTESES;;
Réu;Cível Seguros;PI;58622.18;OUTRAS HIPÓTESES;;
Réu;Cível Seguros;PR;248093.97;OUTRAS HIPÓTESES;;
Réu;Cível Seguros;PR;9717.52;OUTRAS HIPÓTESES;;
Réu;Cível Seguros;PR;4.87;OUTRAS HIPÓTESES;;
Réu;Cível Seguros;PR;12.33;OUTRAS HIPÓTESES;;
Réu;Cível Seguros;PR;1437.47;OUTRAS HIPÓTESES;;
Réu;Cível Seguros;PR;99136.82;OUTRAS HIPÓTESES;34;
Réu;Cível Seguros;PR;0;OUTRAS HIPÓTESES;;
Réu;Cível Seguros;PR;23214.85;OUTRAS HIPÓTESES;;
Réu;Cível Seguros;PR;108683.78;OUTRAS HIPÓTESES;;
Réu;Cível Seguros;PR;8996.07;OUTRAS HIPÓTESES;;
Réu;Cível Seguros;PR;653700.54;OUTRAS HIPÓTESES;;
Réu;Cível Seguros;PR;166648.52;OUTRAS HIPÓTESES;;
Réu;Cível Seguros;PR;288735.15;OUTRAS HIPÓTESES;;
Réu;Cível Seguros;PR;562.33;OUTRAS HIPÓTESES;;
Réu;Cível Seguros;PR;40942.26;OUTRAS HIPÓTESES;0;
Réu;Cível Seguros;PR;6563.19;OUTRAS HIPÓTESES;;
Réu;Cível Seguros;PR;292817.06;OUTRAS HIPÓTESES;;
Réu;Cível Seguros;PR;1905.21;OUTRAS HIPÓTESES;;
Réu;Cível Seguros;PR;822104.82;OUTRAS HIPÓTESES;;
Réu;Cível Seguros;PR;79962.58;OUTRAS HIPÓTESES;;
Réu;Cível Seguros;PR;62848.98;OUTRAS HIPÓTESES;10;
Réu;Cível Seguros;PR;41907.8;OUTRAS HIPÓTESES;;
Réu;Cível Seguros;PR;1708555.3;OUTRAS HIPÓTESES;25;
Réu;Cível Seguros;PR;10393.44;OUTRAS HIPÓTESES;87;
Réu;Cível Seguros;PR;9863.09;OUTRAS HIPÓTESES;;
Réu;Cível Seguros;PR;156425.48;OUTRAS HIPÓTESES;;
Réu;Cível Seguros;PR;132588.62;OUTRAS HIPÓTESES;;
Réu;Cível Seguros;PR;120119.81;OUTRAS HIPÓTESES;;
Réu;Cível Seguros;PR;100310.65;OUTRAS HIPÓTESES;;
Réu;Cível Seguros;PR;35310.98;OUTRAS HIPÓTESES;;
Réu;Cível Seguros;PR;21719.92;OUTRAS HIPÓTESES;;
Réu;Cível Seguros;PR;30643.04;OUTRAS HIPÓTESES;;
Réu;Cível Seguros;PR;11109.02;OUTRAS HIPÓTESES;;
Réu;Cível Seguros;PR;42005.07;OUTRAS HIPÓTESES;4;
Réu;Cível Seguros;PR;0;OUTRAS HIPÓTESES;;
Réu;Cível Seguros;PR;2.45;OUTRAS HIPÓTESES;;
Réu;Cível Seguros;PR;1471.09;OUTRAS HIPÓTESES;;
Réu;Cível Seguros;PR;16485.45;OUTRAS HIPÓTESES;;
Réu;Cível Seguros;PR;23254.26;OUTRAS HIPÓTESES;;
Réu;Cível Seguros;PR;166465.04;OUTRAS HIPÓTESES;16;
Réu;Cível Seguros;PR;16313.19;OUTRAS HIPÓTESES;;
Réu;Cível Seguros;PR;68440.67;OUTRAS HIPÓTESES;20;
Réu;Cível Seguros;PR;303801.37;OUTRAS HIPÓTESES;;
Réu;Cível Seguros;PR;1.68;OUTRAS HIPÓTESES;;
Réu;Cível Seguros;PR;16898.24;OUTRAS HIPÓTESES;28;
Réu;Cível Seguros;PR;59955.12;OUTRAS HIPÓTESES;;
Réu;Cível Seguros;PR;10319.23;OUTRAS HIPÓTESES;;
Réu;Cível Seguros;PR;52087774.86;OUTRAS HIPÓTESES;4;
Réu;Cível Seguros;PR;61279.74;OUTRAS HIPÓTESES;;
Réu;Cível Seguros;PR;92714.22;OUTRAS HIPÓTESES;;
Réu;Cível Seguros;PR;603223.71;OUTRAS HIPÓTESES;32;
Réu;Cível Seguros;PR;15270.74;OUTRAS HIPÓTESES;;
Réu;Cível Seguros;PR;2265634.59;OUTRAS HIPÓTESES;25;
Réu;Cível Seguros;PR;72498.32;OUTRAS HIPÓTESES;7;
Réu;Cível Seguros;RJ;372621.97;OUTRAS HIPÓTESES;56;
Réu;Cível Seguros;RJ;66803.93;OUTRAS HIPÓTESES;;
Réu;Cível Seguros;RJ;1324.31;OUTRAS HIPÓTESES;;
Réu;Cível Seguros;RJ;10041.01;OUTRAS HIPÓTESES;;
Réu;Cível Seguros;RJ;5037.26;OUTRAS HIPÓTESES;;
Réu;Cível Seguros;RJ;22098.7;OUTRAS HIPÓTESES;;
Réu;Cível Seguros;RJ;231248.53;OUTRAS HIPÓTESES;50;
Réu;Cível Seguros;RJ;180.84;OUTRAS HIPÓTESES;6;
Réu;Cível Seguros;RJ;413.62;OUTRAS HIPÓTESES;;
Réu;Cível Seguros;RJ;39.29;OUTRAS HIPÓTESES;;
Réu;Cível Seguros;RJ;42893.7;OUTRAS HIPÓTESES;;
Réu;Cível Seguros;RJ;1312.55;OUTRAS HIPÓTESES;;
Réu;Cível Seguros;RJ;897.69;OUTRAS HIPÓTESES;;
Réu;Cível Seguros;RJ;0.03;OUTRAS HIPÓTESES;;
Réu;Cível Seguros;RJ;0.33;OUTRAS HIPÓTESES;;
Réu;Cível Seguros;RJ;2.62;OUTRAS HIPÓTESES;;
Réu;Cível Seguros;RJ;24063.02;OUTRAS HIPÓTESES;30;
Réu;Cível Seguros;RJ;1.8;OUTRAS HIPÓTESES;;
Réu;Cível Seguros;RJ;491.9;OUTRAS HIPÓTESES;;
Réu;Cível Seguros;RJ;15336.72;OUTRAS HIPÓTESES;;
Réu;Cível Seguros;RJ;2538.03;OUTRAS HIPÓTESES;;
Réu;Cível Seguros;RJ;208015.56;OUTRAS HIPÓTESES;103;170864.12
Réu;Cível Seguros;RJ;591.57;OUTRAS HIPÓTESES;;
Réu;Cível Seguros;RJ;0.47;OUTRAS HIPÓTESES;;
Réu;Cível Seguros;RJ;0.01;OUTRAS HIPÓTESES;;
Réu;Cível Seguros;RJ;0.33;OUTRAS HIPÓTESES;;
Réu;Cível Seguros;RJ;47318.23;OUTRAS HIPÓTESES;;
Réu;Cível Seguros;RJ;1514.27;OUTRAS HIPÓTESES;;
Réu;Cível Seguros;RJ;0.65;OUTRAS HIPÓTESES;;
Réu;Cível Seguros;RJ;1649.65;OUTRAS HIPÓTESES;;
Réu;Cível Seguros;RJ;638.59;OUTRAS HIPÓTESES;98;
Réu;Cível Seguros;RJ;2930.38;OUTRAS HIPÓTESES;;
Réu;Cível Seguros;RJ;0.05;OUTRAS HIPÓTESES;;
Réu;Cível Seguros;RJ;149.52;OUTRAS HIPÓTESES;;
Réu;Cível Seguros;RJ;40.79;OUTRAS HIPÓTESES;;
Réu;Cível Seguros;RJ;1.8;OUTRAS HIPÓTESES;;
Réu;Cível Seguros;RJ;1816.08;OUTRAS HIPÓTESES;;
Réu;Cível Seguros;RJ;868.66;OUTRAS HIPÓTESES;;
Réu;Cível Seguros;RJ;9286.11;OUTRAS HIPÓTESES;;
Réu;Cível Seguros;RJ;6355.74;OUTRAS HIPÓTESES;6;
Réu;Cível Seguros;RJ;5384.47;OUTRAS HIPÓTESES;;
Réu;Cível Seguros;RJ;2.27;OUTRAS HIPÓTESES;;
Réu;Cível Seguros;RJ;433086.82;OUTRAS HIPÓTESES;0;
Réu;Cível Seguros;RJ;0.01;OUTRAS HIPÓTESES;;
Réu;Cível Seguros;RJ;2.16;OUTRAS HIPÓTESES;;
Réu;Cível Seguros;RJ;0;OUTRAS HIPÓTESES;;
Réu;Cível Seguros;RJ;1.8;OUTRAS HIPÓTESES;;
Réu;Cível Seguros;RJ;3348.35;OUTRAS HIPÓTESES;;
Réu;Cível Seguros;RJ;862.6;OUTRAS HIPÓTESES;;
Réu;Cível Seguros;RJ;1.8;OUTRAS HIPÓTESES;;
Réu;Cível Seguros;RJ;36172.44;OUTRAS HIPÓTESES;;
Réu;Cível Seguros;RJ;0.02;OUTRAS HIPÓTESES;;
Réu;Cível Seguros;RJ;649.89;OUTRAS HIPÓTESES;;
Réu;Cível Seguros;RJ;29.41;OUTRAS HIPÓTESES;31;
Réu;Cível Seguros;RJ;5478.51;OUTRAS HIPÓTESES;17;
Réu;Cível Seguros;RJ;49.11;OUTRAS HIPÓTESES;;
Réu;Cível Seguros;RJ;2646.55;OUTRAS HIPÓTESES;;
Réu;Cível Seguros;RJ;97.11;OUTRAS HIPÓTESES;;
Réu;Cível Seguros;RJ;0.05;OUTRAS HIPÓTESES;;
Réu;Cível Seguros;RJ;2.62;OUTRAS HIPÓTESES;;
Réu;Cível Seguros;RJ;115.62;OUTRAS HIPÓTESES;;
Réu;Cível Seguros;RJ;0.04;OUTRAS HIPÓTESES;;
Réu;Cível Seguros;RJ;245.91;OUTRAS HIPÓTESES;;
Réu;Cível Seguros;RJ;0.14;OUTRAS HIPÓTESES;;
Réu;Cível Seguros;RJ;1.8;OUTRAS HIPÓTESES;;
Réu;Cível Seguros;RJ;1.81;OUTRAS HIPÓTESES;;
Réu;Cível Seguros;RJ;1.8;OUTRAS HIPÓTESES;;
Réu;Cível Seguros;RJ;7545.31;OUTRAS HIPÓTESES;;
Réu;Cível Seguros;RJ;0;OUTRAS HIPÓTESES;;
Réu;Cível Seguros;RJ;12125.79;OUTRAS HIPÓTESES;;
Réu;Cível Seguros;RJ;157.57;OUTRAS HIPÓTESES;;
Réu;Cível Seguros;RJ;224446.26;OUTRAS HIPÓTESES;;
Réu;Cível Seguros;RJ;270.39;OUTRAS HIPÓTESES;;
Réu;Cível Seguros;RJ;87.71;OUTRAS HIPÓTESES;;
Réu;Cível Seguros;RJ;2943.34;OUTRAS HIPÓTESES;;
Réu;Cível Seguros;RJ;17909.19;OUTRAS HIPÓTESES;;
Réu;Cível Seguros;RJ;200.13;OUTRAS HIPÓTESES;;
Réu;Cível Seguros;RJ;481289.35;OUTRAS HIPÓTESES;31;
Réu;Cível Seguros;RJ;866.2;OUTRAS HIPÓTESES;;
Réu;Cível Seguros;RJ;0;OUTRAS HIPÓTESES;;
Réu;Cível Seguros;RJ;425.73;OUTRAS HIPÓTESES;;
Réu;Cível Seguros;RJ;40.73;OUTRAS HIPÓTESES;;
Réu;Cível Seguros;RJ;37322.26;OUTRAS HIPÓTESES;;
Réu;Cível Seguros;RJ;0.47;OUTRAS HIPÓTESES;;
Réu;Cível Seguros;RJ;1.8;OUTRAS HIPÓTESES;;
Réu;Cível Seguros;RJ;0;OUTRAS HIPÓTESES;;
Réu;Cível Seguros;RJ;108769.54;OUTRAS HIPÓTESES;55;
Réu;Cível Seguros;RJ;18768.88;OUTRAS HIPÓTESES;;
Réu;Cível Seguros;RJ;149826.78;OUTRAS HIPÓTESES;96;
Réu;Cível Seguros;RJ;370.57;OUTRAS HIPÓTESES;;
Réu;Cível Seguros;RJ;0;OUTRAS HIPÓTESES;;
Réu;Cível Seguros;RJ;1.8;OUTRAS HIPÓTESES;;
Réu;Cível Seguros;RJ;1.81;OUTRAS HIPÓTESES;;
Réu;Cível Seguros;RJ;110520.37;OUTRAS HIPÓTESES;132;
Réu;Cível Seguros;RJ;0;OUTRAS HIPÓTESES;;
Réu;Cível Seguros;RJ;1159.97;OUTRAS HIPÓTESES;;
Réu;Cível Seguros;RJ;200.13;OUTRAS HIPÓTESES;;
Réu;Cível Seguros;RJ;106432.02;OUTRAS HIPÓTESES;;
Réu;Cível Seguros;RJ;0.02;OUTRAS HIPÓTESES;;
Réu;Cível Seguros;RJ;1.8;OUTRAS HIPÓTESES;;
Réu;Cível Seguros;RJ;0.87;OUTRAS HIPÓTESES;;
Réu;Cível Seguros;RJ;2334.5;OUTRAS HIPÓTESES;;
Réu;Cível Seguros;RJ;96.61;OUTRAS HIPÓTESES;;
Réu;Cível Seguros;RJ;5515.84;OUTRAS HIPÓTESES;;
Réu;Cível Seguros;RJ;2204.55;OUTRAS HIPÓTESES;;
Réu;Cível Seguros;RJ;17670.68;OUTRAS HIPÓTESES;;
Réu;Cível Seguros;RJ;0.3;OUTRAS HIPÓTESES;;
Réu;Cível Seguros;RJ;204613.86;OUTRAS HIPÓTESES;;
Réu;Cível Seguros;RJ;358.33;OUTRAS HIPÓTESES;;
Réu;Cível Seguros;RJ;328.44;OUTRAS HIPÓTESES;;
Réu;Cível Seguros;RJ;2498.39;OUTRAS HIPÓTESES;;
Réu;Cível Seguros;RJ;107070.28;OUTRAS HIPÓTESES;;
Réu;Cível Seguros;RJ;1.8;OUTRAS HIPÓTESES;;
Réu;Cível Seguros;RJ;1.81;OUTRAS HIPÓTESES;;
Réu;Cível Seguros;RJ;32.84;OUTRAS HIPÓTESES;;
Réu;Cível Seguros;RJ;1.8;OUTRAS HIPÓTESES;;
Réu;Cível Seguros;RJ;230833.75;OUTRAS HIPÓTESES;120;
Réu;Cível Seguros;RJ;1602.29;OUTRAS HIPÓTESES;;
Réu;Cível Seguros;RJ;0.56;OUTRAS HIPÓTESES;;
Réu;Cível Seguros;RJ;29341.02;OUTRAS HIPÓTESES;;
Réu;Cível Seguros;RJ;4550.08;OUTRAS HIPÓTESES;;
Réu;Cível Seguros;RJ;819677.14;OUTRAS HIPÓTESES;63;
